NbDepart,NbArriv,NbAnnule,NbDevie,DelaiDepart,DelaiArriv,TaxiOut,TaxiIn
0,0,0,0,7,0,0,1
0,0,-1,0,0,-2,0,-1
0,0,0,0,3,0,0,0
2,1,0,0,-3,1,0,5
-3,-3,2,0,11,4,0,1
0,0,0,0,-5,-9,0,0
1,0,0,0,-10,-1,0,0
2,2,0,0,2,3,0,0
0,1,3,-1,1,5,0,1
2,1,-1,0,11,7,0,1
0,0,0,0,8,12,0,1
-3,-3,0,-1,3,8,0,2
0,0,-1,-1,1,-6,0,0
6,6,2,0,3,5,0,1
0,0,1,1,4,-8,0,2
0,-2,3,0,-12,-17,0,-7
0,0,0,0,0,2,0,0
-2,-2,0,-1,-6,-7,-1,-1
5,4,6,0,9,7,1,1
0,0,0,0,5,3,0,1
-1,4,3,0,12,11,0,2
34,34,43,4,7,12,0,-1
-2,-2,0,0,1,4,0,0
-1,-3,0,0,2,16,0,0
4,5,6,-2,4,7,0,2
-72,-60,-3,-1,4,4,-1,4
1,-1,4,0,0,2,0,1
2,0,0,0,-1,4,0,0
6,2,5,0,1,2,-1,0
0,0,0,0,2,-1,0,0
0,0,0,0,7,3,0,2
0,-1,0,-1,2,0,0,2
1,0,-1,0,-2,-4,-1,-1
4,8,0,1,4,4,0,1
45,59,6,-2,2,3,0,0
5,5,0,0,3,2,1,-1
0,0,0,0,-6,-12,0,-1
-3,-4,0,-1,1,2,0,0
16,32,4,3,2,1,0,-1
-4,-4,0,0,5,-4,0,1
0,0,0,0,13,16,-2,0
0,0,1,0,9,7,0,0
0,0,0,0,-18,-7,0,-4
-3,-3,-1,0,1,0,0,1
5,3,1,-1,3,4,0,1
-251,-261,-282,-6,-1,4,6,13
2,1,-3,0,1,4,0,1
-49,-44,13,4,3,6,2,7
-5,-4,0,0,20,5,0,0
1,0,1,0,9,11,0,1
5,3,1,0,5,6,0,1
0,0,-1,0,-2,-1,0,0
0,0,0,0,2,7,0,2
-18,-18,-45,0,3,7,1,0
2,2,-1,0,0,0,0,0
-10,-11,2,2,2,3,0,1
1,0,0,0,5,3,0,1
7,7,2,0,0,2,0,0
-2,-4,0,0,5,4,0,1
4,2,6,-1,0,3,0,1
0,0,0,0,0,0,0,0
0,0,1,0,0,2,0,3
0,-1,-1,-1,0,2,0,1
2,0,4,0,2,12,0,1
5,4,-1,0,-3,0,-1,3
2,2,0,0,-3,-3,1,0
1,0,0,0,9,15,-1,1
-14,-11,1,0,2,4,0,0
-10,-10,-1,0,2,4,0,1
-30,-29,1,0,15,9,0,-1
0,0,0,0,3,2,0,-1
1,0,1,0,6,7,0,0
-6,-4,0,0,-4,-20,-4,-13
-7,-9,2,0,3,5,0,1
0,0,0,0,0,0,0,0
1,-3,0,0,6,6,-1,1
0,0,1,0,0,7,0,0
-9,-8,2,0,10,8,0,0
0,0,0,0,1,-2,0,1
2,0,1,0,3,3,1,0
0,0,0,0,0,0,0,0
0,0,2,0,18,16,0,1
1,1,0,0,1,0,-1,0
1,1,0,0,2,8,0,0
-12,-12,0,0,1,7,1,-1
-2,-2,15,1,2,6,0,1
0,0,0,0,6,5,0,0
-4,-3,2,-1,1,2,-1,1
1,0,1,0,3,4,0,-2
-29,-21,4,2,7,12,1,9
8,2,11,-1,3,5,0,-1
4,2,-2,0,3,7,0,0
-5,-6,-1,0,2,3,0,3
0,1,-1,0,1,1,0,0
0,-1,-1,-1,1,3,-1,-1
-13,-19,1,0,3,5,1,-1
1,0,-1,0,5,6,0,-1
-4,-4,-2,0,1,7,-1,0
-9,-10,2,0,5,4,1,1
-8,-8,3,0,2,1,1,0
-34,-29,-9,4,4,3,0,0
1,1,0,0,-2,0,1,0
0,0,1,0,0,-1,-1,-2
2,-2,6,0,4,4,0,0
1,0,0,0,-2,-1,1,0
3,4,0,0,3,-5,-2,-2
-2,-2,0,0,-2,2,0,-1
0,0,0,0,-11,-11,-1,-1
0,0,0,0,-1,-10,0,0
0,0,0,0,-1,-3,0,-3
-4,-6,5,0,6,3,0,0
0,0,0,0,0,13,1,1
-1,-1,4,0,3,9,1,1
-7,1,-9,0,1,5,0,-1
1,0,1,0,0,0,-1,0
1,1,0,0,-1,-2,0,1
1,2,12,1,3,4,0,1
1,-1,1,0,1,1,0,1
6,7,3,0,3,3,0,1
-2,-2,2,0,1,3,0,0
4,-10,49,15,10,20,1,3
1,1,0,0,-2,6,0,-1
3,2,-1,0,3,6,0,0
6,3,1,0,4,2,1,2
4,4,0,0,-14,2,-1,-3
11,11,0,0,-4,6,0,0
0,0,3,0,3,3,-1,-1
-17,-16,1,0,-8,-10,0,0
-2,-2,1,0,7,2,0,0
1,1,0,0,-2,0,0,1
5,3,0,0,-3,-6,0,0
0,0,1,0,0,5,0,1
0,0,0,0,2,0,1,3
0,0,2,0,2,2,0,-1
0,0,0,0,3,2,0,1
0,0,0,0,-2,5,0,0
-2,-2,-1,0,1,1,0,1
0,-1,-1,-1,2,5,0,1
-2,-1,-2,0,1,1,0,-1
2,1,-2,0,0,-3,0,0
2,0,0,1,-1,7,0,1
0,0,-2,0,3,4,0,0
2,1,0,0,0,6,-2,1
6,4,1,0,4,5,0,1
-13,-12,-2,-3,1,7,0,0
0,0,0,0,12,7,0,3
11,7,6,0,3,4,0,1
0,0,-1,0,3,6,0,1
0,0,2,0,3,3,-1,1
-32,-32,8,-2,3,1,0,-1
-5,0,-1,0,3,2,-1,0
0,0,-2,0,4,14,0,0
-21,-29,6,0,2,5,0,0
-1,0,3,-1,2,5,0,1
-2,-3,-1,-2,3,4,1,-1
0,0,0,0,2,3,1,0
1,1,4,-1,1,-1,0,2
-5,-4,0,0,0,-9,-4,-43
0,0,-2,0,3,6,0,0
-1,-1,-1,0,2,2,1,0
0,0,2,0,6,4,0,1
0,0,0,0,-3,-3,1,0
-1,-1,0,0,3,5,0,1
3,3,1,0,2,1,0,1
0,0,0,0,-1,-2,-1,1
8,6,5,-1,3,4,0,1
0,0,0,0,-12,-11,0,1
-21,-17,2,0,2,0,0,0
0,0,-1,0,3,2,1,0
-13,-11,-1,2,3,9,0,0
0,0,0,0,-57,-51,0,-2
10,9,1,0,7,4,0,1
-5,22,37,2,2,3,0,1
1,0,-2,0,0,0,1,1
0,0,-1,0,13,1,-1,-1
0,0,0,0,-3,-6,0,-2
13,16,-1,1,5,5,1,2
0,0,1,0,-3,5,0,0
0,0,0,0,8,-7,0,-7
1,-2,-1,1,6,5,0,0
1,1,0,0,1,2,0,0
16,19,2,-1,4,4,1,0
-1,-1,0,0,2,6,0,1
-25,-20,-7,0,0,2,0,0
2,2,0,0,7,7,0,1
2,1,1,0,-2,2,-1,0
1,1,0,0,-3,-7,0,0
-2,-2,1,0,1,0,0,-1
0,0,0,0,0,0,0,0
0,0,0,0,4,-2,-1,5
-2,-2,0,0,0,0,0,0
-6,-5,0,1,1,2,0,0
1,0,5,0,5,6,1,1
0,0,1,0,-2,7,0,-1
-2,1,-1,0,3,4,-1,0
0,0,4,0,14,18,0,1
15,15,33,3,8,7,0,0
0,0,0,0,-8,-10,0,-4
4,2,2,0,4,5,0,2
-6,-4,2,1,3,8,0,0
0,0,0,0,1,-3,-1,-2
-57,-65,7,1,2,2,0,2
-95,-108,-42,10,3,6,0,1
0,-1,0,0,17,11,0,-1
-2,-2,0,0,-2,4,1,0
-12,-12,-1,0,44,29,0,-2
-15,-13,2,-1,3,4,-1,1
-2,-3,4,1,5,3,0,1
5,5,4,3,6,3,1,0
-4,-3,0,0,0,1,1,0
-1,-2,0,-1,0,6,0,1
-17,-17,-2,0,-3,-3,-2,-1
0,-3,0,-3,-2,-2,0,0
0,0,0,0,-2,8,0,2
-1,-1,0,0,8,0,-1,6
24,24,2,3,5,6,0,1
-21,-24,4,-2,2,0,1,0
5,3,3,0,3,4,0,1
0,0,-1,0,3,-2,1,-2
0,0,-1,0,-2,-9,-1,0
0,-1,13,2,1,4,0,2
0,0,0,0,21,26,0,-1
0,0,0,0,0,0,0,0
0,0,0,0,1,3,0,0
0,-1,1,0,11,17,0,9
-3,-4,28,-1,3,3,1,2
2,0,15,3,0,0,0,-1
0,0,1,0,-10,-3,0,-1
1,0,10,0,2,-2,0,0
0,0,2,0,3,3,0,0
0,0,-1,-1,-18,-8,-1,-1
0,0,2,0,11,11,0,-1
-24,-11,14,5,1,1,0,1
0,0,0,0,-3,-3,0,0
0,-2,3,0,-2,-1,1,0
0,-3,27,-1,-2,1,0,1
-3,-1,29,1,1,2,0,0
-10,-11,36,0,-2,0,1,-1
0,3,0,2,4,6,1,0
0,0,17,0,4,6,1,1
-8,-7,-4,0,6,1,1,2
4,5,60,-41,-4,-5,0,-2
0,0,-21,0,1,-5,0,0
0,0,13,0,-4,-3,-1,-1
3,4,-1,1,1,3,0,1
0,0,1,0,-19,-3,-1,0
0,0,-1,0,-1,-8,0,0
0,1,7,1,1,1,0,0
0,0,3,0,2,5,0,0
1,-13,19,-2,6,6,0,0
0,0,10,0,1,3,0,0
-1,-1,1,0,-2,0,0,1
0,0,0,0,0,-2,0,1
0,0,0,1,8,13,0,0
3,3,22,12,4,5,1,1
0,-1,5,0,-9,-9,2,1
0,0,13,0,0,-2,0,0
0,0,-1,0,6,2,-1,1
0,0,1,0,6,6,0,1
0,0,1,0,-1,4,0,1
0,-1,14,4,2,1,0,0
0,0,5,0,9,9,0,-1
-1,0,11,0,3,0,0,0
1,-1,14,2,1,1,0,0
0,0,0,0,-19,-27,0,-6
0,0,0,0,0,18,-1,1
0,0,0,0,-3,-3,-1,1
2,2,1,0,3,18,1,1
0,0,1,0,0,-3,0,2
-2,-5,42,-1,0,-1,-1,-1
0,0,-1,0,-3,-26,-1,0
0,2,45,-1,2,-1,0,1
0,0,15,0,-1,0,-1,-1
0,1,2,1,5,6,0,1
0,0,-2,0,-13,-20,0,0
0,0,5,0,-1,1,0,-1
-5,-1,193,14,14,21,0,8
0,-5,12,8,10,3,0,2
0,1,0,0,1,4,0,0
4,2,15,0,-6,0,-1,0
0,0,-1,0,-10,-1,0,-1
0,0,0,0,-2,0,0,1
0,0,0,0,-3,-1,0,0
0,0,13,0,-4,-4,0,3
1,1,5,0,-9,-2,0,-1
0,0,0,0,8,12,0,-1
0,0,0,0,-3,-9,-1,1
0,0,1,0,-2,3,0,0
0,0,1,0,0,-2,0,-2
-1,-1,0,0,-2,0,-1,-1
0,-1,3,0,-7,-10,0,0
0,0,3,0,-5,-6,0,-1
0,1,3,1,-3,0,0,0
-2,-2,10,0,2,-2,0,0
0,0,-2,-1,12,10,0,-2
0,2,-2,0,23,55,0,2
0,0,1,0,1,3,0,1
0,0,0,0,3,4,1,0
-7,-7,24,0,-9,-6,-1,1
0,2,0,2,3,5,0,0
1,-3,-6,0,-8,-10,0,0
-4,-5,-11,2,-4,-8,0,-2
0,0,1,0,0,1,0,0
0,1,0,0,0,-7,0,0
-9,-12,12,3,0,-1,0,-1
-10,14,37,0,-2,0,1,-1
0,0,4,0,10,5,0,0
0,0,20,3,3,4,0,0
-4,-3,13,0,2,2,0,1
0,-2,4,0,2,3,0,0
0,0,0,0,-4,-1,0,1
0,1,1,1,-5,-5,0,-1
0,0,1,0,10,7,0,2
-1,-6,47,6,3,4,1,0
-4,3,51,9,4,6,0,1
0,0,4,0,6,10,0,2
0,0,0,0,7,13,1,0
1,1,0,0,2,9,0,1
2,5,50,22,3,6,0,1
0,0,1,0,-9,-4,0,-1
0,0,0,0,-11,-14,2,-1
0,0,0,0,-4,-2,1,0
0,0,1,0,10,-5,0,0
0,0,0,0,-4,1,0,-1
0,0,29,0,3,1,0,0
61,48,-6,-13,12,9,-1,-2
-4,-3,16,0,7,3,0,0
-1,-5,-11,-6,-5,-13,-1,-8
0,0,4,0,-12,3,0,0
0,0,1,0,-2,-6,0,0
0,0,22,0,1,3,0,-1
0,-2,6,0,0,0,0,0
0,0,1,0,2,-3,-1,-3
28,28,13,0,1,1,0,-1
1,0,2,-1,10,11,0,1
0,0,0,-2,-1,-3,0,0
0,0,10,0,-1,-4,0,-3
1,0,11,1,5,8,0,1
0,0,12,0,-1,0,0,1
-1,-1,4,0,4,3,0,1
0,0,0,0,0,0,0,0
0,0,-1,0,6,9,0,0
-1,1,-1,0,2,5,-1,-1
0,0,-4,1,1,-2,1,2
0,-1,7,0,6,5,1,0
0,0,0,0,18,16,0,-1
0,0,1,0,-7,-4,0,-2
3,1,6,0,0,1,0,0
-1,-2,3,0,2,1,0,0
0,0,-2,0,-13,-11,0,0
0,0,0,0,-3,-1,0,1
0,0,-1,2,-21,-7,0,3
0,0,0,0,0,0,0,0
2,2,1,0,4,3,1,0
0,0,0,0,0,0,0,0
-4,-2,4,0,-1,-5,-1,1
0,0,-1,0,4,5,1,-1
-11,-11,3,0,-5,0,0,1
0,0,0,0,-7,0,1,-1
0,0,4,0,9,7,0,2
0,0,0,0,0,0,0,0
0,0,1,0,-14,-9,0,1
0,0,0,0,-3,-4,1,1
0,0,9,0,-4,-6,0,-2
0,0,16,0,0,-3,-1,1
0,-7,-14,-1,-1,-5,1,-1
0,0,-1,0,-13,-7,0,1
0,1,18,1,4,3,0,-1
0,0,0,0,21,44,0,1
-36,-35,16,-2,-4,-6,0,-6
1,3,36,2,0,-1,0,0
0,0,4,0,7,9,0,6
1,2,5,0,1,1,0,0
0,-1,1,0,5,4,0,1
0,2,0,2,0,0,1,1
-3,-1,22,2,2,2,0,0
0,0,10,0,-2,-5,0,2
-1,-1,3,0,9,17,1,2
-1,-4,14,0,-3,0,0,0
0,1,3,0,-3,0,0,1
-6,-7,12,-3,-2,-2,1,-2
0,0,-1,0,0,-4,-1,-1
0,0,-1,0,8,8,1,3
-7,0,14,2,8,5,0,4
0,0,6,0,12,16,-1,4
0,0,0,0,1,13,1,3
0,0,8,0,-1,-3,-1,1
0,0,0,0,-12,-13,0,0
0,0,1,0,2,2,-1,1
0,0,1,0,-1,2,1,3
0,2,-4,0,-7,-2,0,0
0,0,0,0,0,-12,0,-1
0,0,-3,0,-9,-14,0,-1
0,0,19,1,2,0,0,1
0,-1,0,0,22,22,0,1
0,0,0,0,3,5,-1,2
1,0,18,-1,2,3,0,0
0,1,9,3,11,10,1,2
0,0,1,0,0,2,0,0
-1,1,0,1,0,2,0,1
3,3,-22,-18,-2,-9,-1,-4
0,2,18,2,4,7,0,1
0,0,17,0,5,0,0,0
-1,-1,19,0,1,2,-1,-1
0,0,7,1,-5,-8,-1,3
-4,-5,1,0,0,0,-1,1
0,0,-1,0,-1,2,1,0
0,0,0,2,-3,-1,0,-1
1,0,14,0,-2,1,1,-1
-1,0,0,0,8,4,0,-1
-1,0,1,0,10,9,0,0
0,0,-1,0,-2,-3,0,3
0,0,0,0,-17,-10,0,0
0,1,-1,1,-1,2,0,1
0,0,0,0,0,0,0,0
0,0,0,0,-3,-6,1,2
0,0,2,1,15,5,0,-1
0,1,0,1,4,1,0,-1
0,0,0,0,-2,2,0,-1
0,0,3,1,8,18,0,3
0,0,1,-1,-6,-4,0,-1
0,0,39,0,0,-3,-1,-1
0,0,6,0,5,-1,1,0
0,0,14,1,2,2,0,0
-2,-2,1,0,2,-1,1,0
0,0,-1,0,-6,0,0,-2
-2,2,24,3,5,3,0,0
0,0,6,0,-1,-2,0,-1
0,0,0,0,-12,-3,0,0
5,6,23,1,-1,-1,0,0
0,0,2,0,-1,1,1,0
0,0,0,0,-4,-15,0,-1
-1,0,18,-1,1,2,0,0
0,1,16,0,2,3,0,-1
10,9,261,69,14,11,1,6
0,0,1,0,5,6,-1,0
0,0,-1,0,-1,8,0,6
0,0,0,0,0,0,0,0
0,0,0,0,-4,-4,0,0
0,0,1,0,1,-1,0,-1
0,-4,6,0,-5,0,0,0
0,0,0,0,4,3,0,0
0,0,22,0,7,6,1,-2
-5,-1,-1,0,5,5,0,1
0,0,0,0,14,12,1,-1
-1,-1,10,2,4,5,0,3
0,0,0,0,3,-5,1,-1
5,4,78,1,-1,-1,-1,1
0,0,0,0,4,6,0,-2
0,-4,11,0,0,-5,0,2
0,0,0,0,72,9,0,-1
0,1,7,0,-5,0,0,0
2,-2,19,-1,1,2,0,1
0,0,16,0,1,1,0,-1
0,0,0,0,-10,9,0,1
0,0,0,0,8,0,0,0
2,3,37,9,7,7,0,-2
0,0,2,0,8,8,0,3
0,0,0,0,5,6,0,8
0,0,0,-1,2,0,0,1
0,-3,3,1,2,3,0,2
1,1,33,-1,4,2,0,0
0,0,11,0,3,4,0,-1
9,8,24,2,1,0,0,2
0,0,20,0,-7,0,0,-1
-1,-1,-2,0,1,4,1,1
0,0,0,0,4,8,0,0
0,1,-1,1,0,2,0,0
0,0,0,0,0,0,0,0
0,0,0,0,12,0,0,-5
0,0,0,0,0,0,0,1
0,0,4,-1,1,4,0,0
0,0,-5,0,-3,-6,-1,0
0,0,7,0,9,-2,0,2
0,0,27,0,-4,4,0,1
-1,-1,-3,1,4,-14,0,-1
4,4,-25,-3,-9,-14,0,-1
0,0,0,0,-2,-16,0,1
-4,-4,3,0,-1,0,0,-2
0,0,11,-2,2,-1,0,0
0,0,3,0,0,-1,1,-3
-8,-7,3,1,1,2,0,0
37,34,1404,-12,5,-1,1,0
0,1,0,0,-15,2,0,1
0,0,0,0,6,3,-1,3
0,0,0,0,-36,-22,0,0
0,-2,11,0,0,0,0,0
-4,-4,-3,-1,-2,1,0,1
8,3,-8,-3,-6,-3,-1,1
0,0,1,0,5,-2,-1,1
0,0,15,0,1,-1,0,0
0,-2,120,0,0,1,0,0
0,2,1,2,1,3,0,0
0,0,0,0,-4,-11,0,-1
0,0,15,0,-3,8,1,-2
0,0,70,-3,4,5,0,-1
-4,-2,3,-1,-4,-4,0,0
0,1,0,0,6,7,0,0
